"Id";"label";"Type"
400;"Alfred Abbey";"individu"
401;"Dorothy Abraham";"individu"
402;"Christine Adams";"individu"
403;"Kate Adamson";"individu"
404;"Violet Addis";"individu"
405;"Audrey Aimler";"individu"
406;"Sophia Albert";"individu"
407;"Ann Alice Alder";"individu"
408;"Grace Alderman";"individu"
409;"Isabella Alexander";"individu"
410;"Helen Allen";"individu"
411;"Margaret Allen";"individu"
412;"Louisa Garrett Anderson";"individu"
413;"Jessie Anscott";"individu"
414;"Lilian Armitage";"individu"
415;"Bessie Armstrong";"individu"
416;"Evelyn Armstrong";"individu"
417;"Kathleen Armstrong";"individu"
418;"Lily Asquith";"individu"
419;"Helen Atkinson";"individu"
420;"Mary Aves";"individu"
421;"Barbara Ayerton Gould";"individu"
422;"James Aylward";"individu"
423;"Bercha Bacon";"individu"
424;"Annie Baker";"individu"
425;"Frances Baker";"individu"
426;"Jessie Baker";"individu"
427;"Lizzie Baker";"individu"
428;"Ethel Violet Baldock";"individu"
429;"Lucy Baldock";"individu"
430;"Minnie Baldock";"individu"
431;"Etheltheda Ball";"individu"
432;"Gertrude Ballam";"individu"
433;"N Balls";"individu"
434;"Harry Bark";"individu"
435;"Grace Barber";"individu"
436;"Lady Barclay";"individu"
437;"A Barker";"individu"
438;"Lizzie Barkley";"individu"
439;"Dorothy Barnes";"individu"
440;"Arthur James Barnett";"individu"
441;"Mary Barnett";"individu"
442;"Rachel Barrett";"individu"
443;"Janet Barrowman";"individu"
444;"Elsie Bartlett";"individu"
445;"Alice Barton";"individu"
446;"Mary Bartum";"individu"
447;"Ellen Barnwell";"individu"
448;"Annie Batchelor";"individu"
449;"Joy Constance Beach";"individu"
450;"Ellen Beaver";"individu"
451;"Clara Bechstein";"individu"
452;"A K Bechenna";"individu"
453;"B Beldon";"individu"
454;"Mary Beldon";"individu"
455;"May Bellinghurst";"individu"
456;"Blanche Bennett";"individu"
457;"Dorothy Bennett";"individu"
458;"Dorothea Benson";"individu"
459;"Elizabeth Billing";"individu"
460;"Rosa May Billinghurst";"individu"
461;"Norah Binnie";"individu"
462;"Miss Black";"individu"
463;"Albert Bond";"individu"
464;"Richard Bond";"individu"
465;"James Booty";"individu"
466;"Lillian Borovikovsky";"individu"
467;"Dorothea Boulter";"individu"
468;"Helen Bourchier";"individu"
469;"Grace Hudson Boutelle";"individu"
470;"Charlotte Bower";"individu"
471;"J Boyd";"individu"
472;"Hilda Brackenbury";"individu"
473;"Frank Brailsford";"individu"
474;"Emily Brandon";"individu"
475;"Edith Bremner";"individu"
476;"Helen Briddle";"individu"
477;"Florence Bright";"individu"
478;"J Brindley";"individu"
479;"Maud Brindley";"individu"
480;"Alice Bristey";"individu"
481;"Katherine Broadhurst";"individu"
482;"Mrs Brooke";"individu"
483;"Ellen Brooks";"individu"
484;"Ada Broughton";"individu"
485;"Amelia Brown";"individu"
486;"Catheine Brown";"individu"
487;"Jeanie Brown";"individu"
488;"J C Brown";"individu"
489;"Mrs M Brown";"individu"
490;"Marie Brown";"individu"
491;"Mary Brown";"individu"
492;"Robert Henry Brown";"individu"
493;"M Browne";"individu"
494;"Emma Buchell";"individu"
495;"Agnes Buckton";"individu"
496;"Thomas Mortimer Budgett";"individu"
497;"Grace Edith Burbidge";"individu"
498;"Florence Burley";"individu"
499;"Mary BurroWM";"individu"
500;"Alice Burton";"individu"
501;"John Thomas Button";"individu"
502;"Ada Cairns";"individu"
503;"Ida Cairns";"individu"
504;"Mary Callender";"individu"
505;"Gieta Cameron";"individu"
506;"Fanny Campbell";"individu"
507;"Lucy Campbell";"individu"
508;"Margery Campbell";"individu"
509;"Mary Carlyn";"individu"
510;"Janet Carson";"individu"
511;"George Carter";"individu"
512;"Josephine Carter";"individu"
513;"James Cassidy";"individu"
514;"Helen Cave";"individu"
515;"Constance Chambers";"individu"
516;"M Chanot";"individu"
517;"Henry Chase";"individu"
518;"Emilia Cimins";"individu"
519;"Edith Clarence";"individu"
520;"Emily Clarke";"individu"
521;"Helen Clarke";"individu"
522;"G Clayton";"individu"
523;"Joseph Clayton";"individu"
524;"Margaret Clayton";"individu"
525;"Celia Clifford";"individu"
526;"Lily Clunes";"individu"
527;"Constance Clyde";"individu"
528;"Janet Coates";"individu"
529;"Lillian Cobbe";"individu"
530;"Clara Codd";"individu"
531;"Daisy Cole";"individu"
532;"Margaret Davies Colley";"individu"
533;"Helen Collier";"individu"
534;"Elizabeth Collins";"individu"
535;"Henry Collitt";"individu"
536;"Cantinia Conciatore";"individu"
537;"Benn Conn";"individu"
538;"Dinah Connelly";"individu"
539;"Margaret Connery";"individu"
540;"Miss Conolan";"individu"
541;"G Conalon";"individu"
542;"K Conran";"individu"
543;"Mabel Cook";"individu"
544;"Florence Cooke";"individu"
545;"Chao Cookson";"individu"
546;"Jane Cooper";"individu"
547;"Mary Cooper";"individu"
548;"Ruth Cooper";"individu"
549;"Stanley Cooper";"individu"
550;"Catherine Isabe Corbett";"individu"
551;"C J Corbett";"individu"
552;"K Corcoran";"individu"
553;"Sarah Corner";"individu"
554;"R Cornish";"individu"
555;"Agnes Dalample Corson";"individu"
556;"A A F Counter";"individu"
557;"Margaret Cousins";"individu"
558;"Thiza Cove";"individu"
559;"Molly Cowen";"individu"
560;"Emily Cowley";"individu"
561;"Annie Rhoda Craig";"individu"
562;"Edith Cranston";"individu"
563;"Sarah Crees";"individu"
564;"Helen Creiggs";"individu"
565;"John Edward Croft";"individu"
566;"Mathilda Cubley";"individu"
567;"L Cullen";"individu"
568;"Louisa Cullen";"individu"
569;"Jessie Cumberland";"individu"
570;"Ida Cunard";"individu"
571;"Currie";"individu"
572;"A Cuthbert";"individu"
573;"Arnold Cutler";"individu"
574;"E Dahl";"individu"
575;"Elsa Dalglish";"individu"
576;"Irene Dallas";"individu"
577;"Joan Daring";"individu"
578;"Bessie Davies";"individu"
579;"Edith Cappel Davis";"individu"
580;"H E Davis";"individu"
581;"Alice DaWMon";"individu"
582;"Annie Deal";"individu"
583;"Edward Dean";"individu"
584;"Miss Debenham";"individu"
585;"James Dennie";"individu"
586;"Mabel De Rose";"individu"
587;"Lucian Desbledes";"individu"
588;"Mrs Desmond";"individu"
589;"Margaret Dew";"individu"
590;"Frances Dickinson";"individu"
591;"Margaret Dickson";"individu"
592;"Daphne Doreen";"individu"
593;"Violet Doudney";"individu"
594;"Catherine Douglas-Smith";"individu"
595;"E Dowding";"individu"
596;"Mary Bourke Dowling";"individu"
597;"Lily Draper";"individu"
598;"Joan Drever";"individu"
599;"Bessie Drysdale";"individu"
600;"J E Dugdale";"individu"
601;"Joan Stratford Dugdale";"individu"
602;"Una Stratford Dugdale";"individu"
603;"Mrs Dumble";"individu"
604;"Margaret Duncan";"individu"
605;"O Dunlop";"individu"
606;"E Dunn";"individu"
607;"Aliee L Durham";"individu"
608;"Lilla Durham";"individu"
609;"Norah Duval";"individu"
610;"Mary Frances Earl";"individu"
611;"Louise Mary Eates";"individu"
612;"Blanche Edwards";"individu"
613;"Gertrude Edwards";"individu"
614;"George Edmunds";"individu"
615;"B Elwell";"individu"
616;"Kathleen Emerson";"individu"
617;"Louisa Entwistle";"individu"
618;"Winson Etherley";"individu"
619;"Alice Evans";"individu"
620;"Gladys Evans";"individu"
621;"Kate Williams Evans";"individu"
622;"Marie Milton Evans";"individu"
623;"Henry Gordon Everitt";"individu"
624;"Caroline France Fagan";"individu"
625;"Eleanor Fagg";"individu"
626;"Jane Fall";"individu"
627;"Olive Fargus";"individu"
628;"Margaret Milne Farquhasson";"individu"
629;"Mrs Fawcett";"individu"
630;"Florence Feek";"individu"
631;"Ellen Felson";"individu"
632;"Grace Ferrer";"individu"
633;"Annie Fielding";"individu"
634;"Helen Filshill";"individu"
635;"Jessie Filshill";"individu"
636;"Annie Georgina Fisher";"individu"
637;"Mary Fisher";"individu"
638;"Margaret Fison";"individu"
639;"Edith (Hon) Fitzgerald";"individu"
640;"Ada Flatman";"individu"
641;"Faith Fontaine";"individu"
642;"Kate Ford";"individu"
643;"Lall Forsyth";"individu"
644;"Mary Fousten";"individu"
645;"Emily Fowler";"individu"
646;"Rose Fowler";"individu"
647;"Norah Fox";"individu"
648;"Gertrude Francis";"individu"
649;"Florence Franklin";"individu"
650;"Mary Frazer";"individu"
651;"Maude Freeman";"individu"
652;"Lillian Freeth";"individu"
653;"E Fricker";"individu"
654;"Henrietta Frith";"individu"
655;"Margaret Fyson";"individu"
656;"Laura Gargett";"individu"
657;"Eliza Garrett";"individu"
658;"Henry Garrett";"individu"
659;"Mary Garth";"individu"
660;"Eleanor Penn Gaskell";"individu"
661;"Catherine Alice Gibbons";"individu"
662;"Dorothy Gibbons";"individu"
663;"Mary Gibbs";"individu"
664;"Janet Gibson";"individu"
665;"Ethel Bowden Gillett";"individu"
666;"Lillian Gillett";"individu"
667;"Nestie Gover";"individu"
668;"Lizzie Glyde";"individu"
669;"Henry Golder";"individu"
670;"Mary Goodcliffe";"individu"
671;"Penelope Mary Goodman";"individu"
672;"Culsie Gordon";"individu"
673;"Elizabeth Gordon";"individu"
674;"H Gordon-Liddle";"individu"
675;"Theresa Gough";"individu"
676;"Elizabeth Gould";"individu"
677;"Harry Gould";"individu"
678;"Mary Grace";"individu"
679;"Allison Graham";"individu"
680;"Margaret Graham";"individu"
681;"R Graham";"individu"
682;"S Graham";"individu"
683;"Florence Graves";"individu"
684;"Catherine Gray";"individu"
685;"Charles Gray";"individu"
686;"May Gray";"individu"
687;"Catherine Green";"individu"
688;"Charles Green";"individu"
689;"Charles Grey";"individu"
690;"Jane Grey";"individu"
691;"Marion Grieve";"individu"
692;"C B Griffiths";"individu"
693;"Charlotte Griffiths";"individu"
694;"Albert Gurtner";"individu"
695;"Catherine Haig";"individu"
696;"C Haigh";"individu"
697;"Alice Hall";"individu"
698;"Emmeline Hall";"individu"
699;"Jeannie Hall";"individu"
700;"William Hall";"individu"
701;"M Halliday";"individu"
702;"Alice Hamilton";"individu"
703;"Anna Hancock";"individu"
704;"Ellen Hancock";"individu"
705;"Walter Handcock";"individu"
706;"Henry Harben";"individu"
707;"Miss Hardwick";"individu"
708;"Mary Harmer";"individu"
709;"Elizabeth Harrick";"individu"
710;"George Harrison";"individu"
711;"Silva Hart";"individu"
712;"M Harvey";"individu"
713;"Marjorie Hasler";"individu"
714;"Charlotte Hay";"individu"
715;"Nellie Hay";"individu"
716;"C Hayes";"individu"
717;"Miss Hayes";"individu"
718;"Hannah Haywood";"individu"
719;"G Hazel";"individu"
720;"Harriet Heasman";"individu"
721;"Mary Heliss";"individu"
722;"Lily Hellewall";"individu"
723;"Elsie Helsby";"individu"
724;"Laura Hemming";"individu"
725;"Francis Henderson";"individu"
726;"Marguerite Henderson";"individu"
727;"Mrs Henry";"individu"
728;"A Hetherington";"individu"
729;"Lizzie Higgins";"individu"
730;"Nellie Higginson";"individu"
731;"Mary Hill";"individu"
732;"Mary Hilliard";"individu"
733;"Emma Hillier";"individu"
734;"Cecelia Hilton";"individu"
735;"Helen Cobden Hirst";"individu"
736;"Hannah Hodgkinson";"individu"
737;"G Holdgate";"individu"
738;"Mary Holland";"individu"
739;"Vera Holme";"individu"
740;"Maria Holmes";"individu"
741;"Elsie Holton";"individu"
742;"May Hope";"individu"
743;"Annie Hopson";"individu"
744;"Clemence Housman";"individu"
745;"Laurence Housman";"individu"
746;"Edith Howe-Martyn";"individu"
747;"Beatrice Howes";"individu"
748;"Mary Howey";"individu"
749;"Annie Huggins";"individu"
750;"Marie Hughes";"individu"
751;"J Hunt";"individu"
752;"M Hunt";"individu"
753;"Annie Huntingdon";"individu"
754;"William Hutcheon";"individu"
755;"Hannah Hutchinson";"individu"
756;"Carl Hyam";"individu"
757;"Elizabeth Impey";"individu"
758;"A Ionides";"individu"
759;"Mary Issac";"individu"
760;"Helen Jack";"individu"
761;"Jane Jackson";"individu"
762;"Edith Jacob";"individu"
763;"Eleanor Jacobs";"individu"
764;"Julia Jameson";"individu"
765;"Julia Jameson";"individu"
766;"Albert William Jamrach";"individu"
767;"Olivia Jeffcoat";"individu"
768;"G Jeffrey";"individu"
769;"Amelia Jenkins";"individu"
770;"Veronica Jerome";"individu"
771;"Lydia Jewmon";"individu"
772;"Nancy John";"individu"
773;"E Johnson";"individu"
774;"Harry Johnson";"individu"
775;"Lily Johnstone";"individu"
776;"Helen Jollie";"individu"
777;"C B Jolly";"individu"
778;"Miss Jolly";"individu"
779;"C E Jones";"individu"
780;"Catherine Jones";"individu"
781;"Ethel Jones";"individu"
782;"Mary Jones";"individu"
783;"Mary Riches Jones";"individu"
784;"Mrs Jonning";"individu"
785;"Leah Joseph";"individu"
786;"Nellie Karwin";"individu"
787;"V S Kavanagh";"individu"
788;"Mildred Kay";"individu"
789;"Isabella Kaearneso";"individu"
790;"Mary Keegan";"individu"
791;"Gladys Keevil";"individu"
792;"Phyllis Keller";"individu"
793;"Anna Kelly";"individu"
794;"Isabel Kelly";"individu"
795;"Jessie Kenney";"individu"
796;"Nellie Kennie";"individu"
797;"E Kenyon";"individu"
798;"Amelia Kern";"individu"
799;"Constance Kerr";"individu"
800;"Emily J Kerr";"individu"
801;"Harriet Roberta Kerr";"individu"
802;"Marie Kerr";"individu"
803;"Marian King";"individu"
804;"Edward Kingsland";"individu"
805;"Mabel Kirby";"individu"
806;"Ruth Kitch";"individu"
807;"Adelaide Knight";"individu"
808;"Elizabeth Knight";"individu"
809;"R A Knight";"individu"
810;"Sarah Knight";"individu"
811;"Mary Kuper";"individu"
812;"Annie Lacon";"individu"
813;"Jessie Laing";"individu"
814;"Agnes Lake";"individu"
815;"Adelaide Lamb";"individu"
816;"Aeta Lamb";"individu"
817;"Catherine Lane";"individu"
818;"Edith Lane";"individu"
819;"Mary Lane";"individu"
820;"William Arthur Lansbury";"individu"
821;"Cecelia Law";"individu"
822;"Jessie Lawes";"individu"
823;"Louise Laycock";"individu"
824;"Ethel Layton";"individu"
825;"Alice Lea";"individu"
826;"Dora Leigh (?)";"individu"
827;"Marion Leighfield";"individu"
828;"Kate Lelacher";"individu"
829;"Audrey Leland";"individu"
830;"Miss Lenanton";"individu"
831;"Laura Gerladine Lennox";"individu"
832;"Rosa Leo";"individu"
833;"Margaret Lest";"individu"
834;"Ellen Leuthene";"individu"
835;"Octavia Lewin";"individu"
836;"Alexander Liddian";"individu"
837;"Amy Lillington";"individu"
838;"Lily Lindsay";"individu"
839;"Mary Penelope Linscott";"individu"
840;"Helen Little";"individu"
841;"Margaret Llewhellin";"individu"
842;"Mary Llewellyn";"individu"
843;"Olive Llewellyn";"individu"
844;"Maud Lloyd";"individu"
845;"Jane Lockwood";"individu"
846;"M Lockwood";"individu"
847;"Isabel Logan";"individu"
848;"Jane Lomax";"individu"
849;"Florence Lovell";"individu"
850;"Ethel Lowy";"individu"
851;"Gertrude Lowy";"individu"
852;"Evelyn Lummas";"individu"
853;"Lupsia";"individu"
854;"Castin McAlpin";"individu"
855;"Elizabeth McArthur";"individu"
856;"Florence Macaulay";"individu"
857;"Adelaide McCarthy";"individu"
858;"Jane MacCullum";"individu"
859;"D MacDermott";"individu"
860;"Delia MacDermott";"individu"
861;"Arthur McDairmid";"individu"
862;"Catherine McDairmid";"individu"
863;"Amy C Helen McDonald";"individu"
864;"Allan McDougall";"individu"
865;"Auguste McDougall";"individu"
866;"Georgina MacKay";"individu"
867;"Jessie McKay";"individu"
868;"Elsie Victoria McKenzie";"individu"
869;"Lizzie MacKenzie";"individu"
870;"Marion McKenzie";"individu"
871;"Margaret Mackworth";"individu"
872;"Edith Maclachlan";"individu"
873;"Robina MacLeod";"individu"
874;"James MacPherson";"individu"
875;"Georgina McRae";"individu"
876;"Patrick Madden";"individu"
877;"John Mandess";"individu"
878;"Mary Manning";"individu"
879;"Catherine Manson";"individu"
880;"Charlotte Markwick";"individu"
881;"Emily Marshall";"individu"
882;"Mrs Marshall";"individu"
883;"Harriet Marshall";"individu"
884;"F Martin";"individu"
885;"Mary Sophia Martin";"individu"
886;"E Marclay";"individu"
887;"Marjorie Masters";"individu"
888;"Muriel Matters";"individu"
889;"Caroline Maurice";"individu"
890;"J Medd-Hall";"individu"
891;"Jackeydaura Melford";"individu"
892;"Jessie Methven";"individu"
893;"Francis Meynell";"individu"
894;"Louisa Miles";"individu"
895;"Mary Mill";"individu"
896;"C Miller";"individu"
897;"Irene Miller";"individu"
898;"Katie Mills";"individu"
899;"Mary Louisa Mills";"individu"
900;"William Mills";"individu"
901;"Hannah Mitchell";"individu"
902;"Hester Mitchell";"individu"
903;"Irene Mitchell";"individu"
904;"Maggie Moffatt";"individu"
905;"Mason Alice Monck";"individu"
906;"Doria Montefiore";"individu"
907;"Mary Montgomery";"individu"
908;"Miss Moore";"individu"
909;"Constance Moore";"individu"
910;"Marie C Moore";"individu"
911;"Ethel Moorhead";"individu"
912;"Bert Morgan";"individu"
913;"C Morris";"individu"
914;"Laura Morris";"individu"
915;"Lily Morris";"individu"
916;"Alice Morrissey";"individu"
917;"Evelyn Morrison";"individu"
918;"May Morrison";"individu"
919;"Anne Jane Morrow";"individu"
920;"Lily Simpson Mosen";"individu"
921;"William Mossop";"individu"
922;"Edith Moullin";"individu"
923;"Jane Murphy";"individu"
924;"Maggie Murphy";"individu"
925;"Eunice Guthrie Murray";"individu"
926;"Mary Neal";"individu"
927;"Mrs Neligan";"individu"
928;"Mary Nesbit";"individu"
929;"Norah Neville";"individu"
930;"Henry Woodd Nevinson";"individu"
931;"Edith New";"individu"
932;"Ethel Bessie New";"individu"
933;"Nora Newton";"individu"
934;"Alice Noble";"individu"
935;"Lucy Norris";"individu"
936;"Phyllis North";"individu"
937;"Daisy Offord";"individu"
938;"Lindsay Ogilvey";"individu"
939;"Mary Olden";"individu"
940;"Mary Ann Mitchell Oldham";"individu"
941;"Charles Oliver";"individu"
942;"Stella O'Mahony";"individu"
943;"Alfred Richard Orage";"individu"
944;"Annie O'Sullivan";"individu"
945;"Louisa Owen";"individu"
946;"Mrs Page";"individu"
947;"Kathleen Paget";"individu"
948;"Marguerite Palmer";"individu"
949;"William James Palmer";"individu"
950;"Estelle Lyvia Pankhurst";"individu"
951;"Jane Pascoe";"individu"
952;"Mary Pascoe";"individu"
953;"B J Paul";"individu"
954;"Frederick Georg Payne";"individu"
955;"H Peacock";"individu"
956;"Harold Peak";"individu"
957;"Mary Pearson";"individu"
958;"Nance Pearson";"individu"
959;"Beatrice Pepper";"individu"
960;"Louie Peters";"individu"
961;"Jenny Petersen";"individu"
962;"Marie Pethick";"individu"
963;"Madeline Petre";"individu"
964;"Harry Phillips";"individu"
965;"Julia Phillips";"individu"
966;"Julia Beatrice Pickering";"individu"
967;"K Pilkington";"individu"
968;"Elizabeth Pinnance";"individu"
969;"Sarah Pogson";"individu"
970;"Mary Posthlewaite";"individu"
971;"Mrs Pollard";"individu"
972;"Margaret Potbury";"individu"
973;"Mercy Jane Povey";"individu"
974;"Alice Powell";"individu"
975;"Dolcie Pratt";"individu"
976;"Lizzie Price";"individu"
977;"Mrs Pritchard";"individu"
978;"Leo Proctor";"individu"
979;"John Qinn";"individu"
980;"D Race";"individu"
981;"Doris Ralph";"individu"
982;"Frank Ralph";"individu"
983;"Fanny Ratcliffe";"individu"
984;"Elena Raya";"individu"
985;"Heron Raye";"individu"
986;"Adeline Redfern";"individu"
987;"Mary Ann Redhead";"individu"
988;"Winifred Reinhold";"individu"
989;"Enid Renny";"individu"
990;"Helena Reya";"individu"
991;"Margaret Reynolds";"individu"
992;"Charlotte Rice";"individu"
993;"Helen Rice";"individu"
994;"Catherine Richard";"individu"
995;"Laura Richardson";"individu"
996;"Katherine Richmond";"individu"
997;"Mary Richmond";"individu"
998;"Michael Riley";"individu"
999;"Winifred Rise";"individu"
1000;"Alice Roberts";"individu"
1001;"Muriel Roberts";"individu"
1002;"Miss Roberts";"individu"
1003;"Lily Robertson";"individu"
1004;"Mrs Robertson";"individu"
1005;"William Robertson";"individu"
1006;"Anna Robinson";"individu"
1007;"Margaret Rodgers";"individu"
1008;"Margaret Rodgers";"individu"
1009;"Mary Rogers";"individu"
1010;"Emma Rogier";"individu"
1011;"Pauline Roland";"individu"
1012;"Alice Rose";"individu"
1013;"Mary Ann Rowle";"individu"
1014;"Mabel de Roxe";"individu"
1015;"Edith Rushbrooke";"individu"
1016;"Myra Sadd Brown";"individu"
1017;"Hephzibah Sainty";"individu"
1018;"Hilda St Eve";"individu"
1019;"Helen Sale-Forsyth";"individu"
1020;"Louisa Saltonstall";"individu"
1021;"Lavinia Saltonstall";"individu"
1022;"Florence Sanborn";"individu"
1023;"F Sanbourne";"individu"
1024;"Elsie Sandu-Van";"individu"
1025;"Amy Sanderson";"individu"
1026;"Frances Sattersley";"individu"
1027;"M Savage";"individu"
1028;"Mary Scawthorne";"individu"
1029;"Mrs Schoenfold";"individu"
1030;"Alice Schofield";"individu"
1031;"Eliza Ann Schofield";"individu"
1032;"Elsa Schuester";"individu"
1033;"Arabella Scott";"individu"
1034;"Evelyn Scott";"individu"
1035;"Isabella Scott";"individu"
1036;"Julia Scott";"individu"
1037;"Margaret Scott";"individu"
1038;"Muriel Scott";"individu"
1039;"Catherine Scrimgeour";"individu"
1040;"John Scurr";"individu"
1041;"Ethel Seaton";"individu"
1042;"Mary Selkirk";"individu"
1043;"Bessie Semple";"individu"
1044;"Maud Sennett";"individu"
1045;"Arncliffe Sennett";"individu"
1046;"Cecily Sewell";"individu"
1047;"Ellen Sharpe";"individu"
1048;"Alice Sheard";"individu"
1049;"Hannah Shepard";"individu"
1050;"Louisa Shepard";"individu"
1051;"Lillian Sidley";"individu"
1052;"Margaret Sidley";"individu"
1053;"Victoria Simmonds";"individu"
1054;"Bayard Simmons";"individu"
1055;"Eliza Simmons";"individu"
1056;"Holtwhite Simmons";"individu"
1057;"F Simpson";"individu"
1058;"John Simpson";"individu"
1059;"Alice Singer";"individu"
1060;"Margaret Skirving";"individu"
1061;"Sarah Slater";"individu"
1062;"E Slicer";"individu"
1063;"L Smart";"individu"
1064;"Miss Smith";"individu"
1065;"Alfred Smith";"individu"
1066;"Alice Smith";"individu"
1067;"Annie Smith";"individu"
1068;"Bessie Smith";"individu"
1069;"Dorothy Smith";"individu"
1070;"Edith Smith";"individu"
1071;"Emily Margaret Smith";"individu"
1072;"Frances Smith";"individu"
1073;"Jane Smith";"individu"
1074;"Jane Smith";"individu"
1075;"Jane Smith";"individu"
1076;"Janet Smith";"individu"
1077;"Kate Smith";"individu"
1078;"M Smith";"individu"
1079;"Nellie Smith";"individu"
1080;"Sybil Smith";"individu"
1081;"Winifred Smith";"individu"
1082;"Miss Smith";"individu"
1083;"Ethel Smyth";"individu"
1084;"Louisa Smyth";"individu"
1085;"Enunata Smyth";"individu"
1086;"Daisy Dorothea Solomon";"individu"
1087;"Rachel Somers";"individu"
1088;"B Sotheran";"individu"
1089;"F Sotheran";"individu"
1090;"Helen Spanton";"individu"
1091;"Jane Sparborough";"individu"
1092;"Dorothy Spencer";"individu"
1093;"G B Sprately";"individu"
1094;"G J Stack";"individu"
1095;"Isabel Stanley";"individu"
1096;"Mary Teresa Steel";"individu"
1097;"Janette Steer";"individu"
1098;"Mary Stephens";"individu"
1099;"Eva Stephenson";"individu"
1100;"Jane Stephenson";"individu"
1101;"Mary Stevens";"individu"
1102;"N A Stevens";"individu"
1103;"Blanche Stevenson";"individu"
1104;"Edith Stevenson";"individu"
1105;"Jessie Stevenson";"individu"
1106;"Gertrude Stewart";"individu"
1107;"Grace Stewart";"individu"
1108;"Mary Stewart";"individu"
1109;"Eliza Stone";"individu"
1110;"Nora Strange";"individu"
1111;"Charles Strank";"individu"
1112;"Joseph Struth";"individu"
1113;"Ada Summers";"individu"
1114;"Elizabeth Summers";"individu"
1115;"L Sutton";"individu"
1116;"Annie Swan";"individu"
1117;"Cameron Swan";"individu"
1118;"Vera Swann";"individu"
1119;"Annie Sykes";"individu"
1120;"Margaret Symons";"individu"
1121;"Kathleen Tanner";"individu"
1122;"Augusta Tayleurne";"individu"
1123;"Jennie Taylor";"individu"
1124;"Rosalie Taylor";"individu"
1125;"Dora Thelis";"individu"
1126;"Ellen Thomas";"individu"
1127;"Ethel Thomas";"individu"
1128;"Sybil Margaret Thomas";"individu"
1129;"Agnes Thompson";"individu"
1130;"Louisa Thompson";"individu"
1131;"Mary Dawes Thompson";"individu"
1132;"Flora Till";"individu"
1133;"Violet Tillard";"individu"
1134;"Amy Titterington";"individu"
1135;"Grace Tollemache";"individu"
1136;"Caroline Townsend";"individu"
1137;"Emily Caroline Townshend";"individu"
1138;"Rachel Townshend";"individu"
1139;"Alice Mary Toyne";"individu"
1140;"Mrs Tucker";"individu"
1141;"Mabel Tuke";"individu"
1142;"E Turner";"individu"
1143;"G Keevil Turner";"individu"
1144;"Minnie Turner";"individu"
1145;"Helen Tyson";"individu"
1146;"Katherina Tyson";"individu"
1147;"Ruth Underwood";"individu"
1148;"18661 Unknown";"individu"
1149;"18663 Unknown";"individu"
1150;"18665 Unknown";"individu"
1151;"18669 Unknown";"individu"
1152;"18688 Unknown";"individu"
1153;"18698 Unknown";"individu"
1154;"18704 Unknown";"individu"
1155;"18706 Unknown";"individu"
1156;"18707 Unknown";"individu"
1157;"18708 Unknown";"individu"
1158;"18710 Unknown";"individu"
1159;"18715 Unknown";"individu"
1160;"18724 Unknown";"individu"
1161;"18725 Unknown";"individu"
1162;"18733 Unknown";"individu"
1163;"18730 Unknown";"individu"
1164;"Gertrude Vaughan";"individu"
1165;"Nora Vernon";"individu"
1166;"Miss Vevers";"individu"
1167;"Alice Vincent";"individu"
1168;"Alice Virtue";"individu"
1169;"Winifred Virtue";"individu"
1170;"E M Wake";"individu"
1171;"Jessica Walker";"individu"
1172;"Melvina Walker";"individu"
1173;"Janette Wallace";"individu"
1174;"Margaret Wallace";"individu"
1175;"Muriel Wallace";"individu"
1176;"Harold Wallenstein";"individu"
1177;"Kate Wallwork";"individu"
1178;"Kate Walshe";"individu"
1179;"Kathleen Ward";"individu"
1180;"Molly Ward";"individu"
1181;"Mary Warner";"individu"
1182;"Annie Warren";"individu"
1183;"Helen Kirkpatri Watts";"individu"
1184;"Hilda Webb";"individu"
1185;"Charles Webber";"individu"
1186;"Marie Weller";"individu"
1187;"Mrs Wells";"individu"
1188;"Bedina Wells";"individu"
1189;"Elizabeth Wells";"individu"
1190;"Thirza Wells";"individu"
1191;"H Wellstead";"individu"
1192;"Florence WM";"individu"
1193;"G WM";"individu"
1194;"K S WM";"individu"
1195;"Margaret WM";"individu"
1196;"Dorothy Wharton";"individu"
1197;"Annie Wheeler";"individu"
1198;"Maud White";"individu"
1199;"Edgar Whiteley";"individu"
1200;"Edith Whitworth";"individu"
1201;"Mary Whitworth";"individu"
1202;"Emma Wiley";"individu"
1203;"Ada Wilkinson";"individu"
1204;"Sarah Ann Wilkinson";"individu"
1205;"Florence Williams";"individu"
1206;"Henria Williams";"individu"
1207;"Isabel Williams";"individu"
1208;"Joseph Williamson";"individu"
1209;"Barbara Willie";"individu"
1210;"Mrs E Willock";"individu"
1211;"Alice Agnes Wilson";"individu"
1212;"Christina Wilson";"individu"
1213;"Elsie Wilson";"individu"
1214;"Eva Wilson";"individu"
1215;"Laura Annie Wilson";"individu"
1216;"Louisa Wilson";"individu"
1217;"Edith Windgrove";"individu"
1218;"Ellen Wines-Pitman";"individu"
1219;"Augusta Winship";"individu"
1220;"Amy Winter";"individu"
1221;"Mary Wiseman";"individu"
1222;"Violet Evan Wish";"individu"
1223;"Margaret Woltman";"individu"
1224;"Chrystabel Wood";"individu"
1225;"Julia Wood";"individu"
1226;"Amy Woodburn";"individu"
1227;"Mary Woolidge";"individu"
1228;"Catherine Worthinton";"individu"
1229;"Alice Wright";"individu"
1230;"F Wright";"individu"
